table_name,table_description_ko,table_description_en,domain,keywords,sample_queries
IM_ITEM_MSL_CHECK_MASTER,품목 MSL 검사/확인 마스터 테이블. 품목 MSL 검사/확인 정보를 관리한다.,Item MSL Check master table. Manages item msl check information.,재고,CHECK ITEM MASTER MSL 검사 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_PURCHASE_ORDER,품목 구매 발주 테이블. 품목 관련 정보를 관리한다.,Item Purchase Order table. Manages item purchase order information.,재고,ITEM ORDER PURCHASE 구매 발주 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_PURCHASE_ORDER_GEN,품목 구매 발주 GEN 테이블. 품목 관련 정보를 관리한다.,Item Purchase Order table. Manages item purchase order information.,재고,GEN ITEM ORDER PURCHASE 구매 발주 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_PURCHASE_ORDER_PLAN,품목 구매 발주 계획 테이블. 품목 계획 정보를 관리한다.,Item Purchase Order table. Manages item purchase order information.,재고,ITEM ORDER PLAN PURCHASE 계획 구매 발주 입고 재고 품목,품목 계획 조회|당일 품목 계획|재고 현황 조회
IM_ITEM_PURCHASE_ORDER_WAIT,품목 구매 발주 WAIT 테이블. 품목 관련 정보를 관리한다.,Item Purchase Order table. Manages item purchase order information.,재고,ITEM ORDER PURCHASE WAIT 구매 발주 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_PURCHASE_REQUIR_ORDER,품목 구매 REQUIR 발주 테이블. 품목 관련 정보를 관리한다.,Item Purchase REQUIR table. Manages item purchase requir information.,재고,ITEM ORDER PURCHASE REQUIR 구매 발주 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RANK_MASTER,품목 RANK 마스터 테이블. 품목 RANK 정보를 관리한다.,Item RANK master table. Manages item rank information.,재고,ITEM MASTER RANK 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_RECEIPT,품목 입고 테이블. 품목 관련 정보를 관리한다.,Item Receipt table. Manages item receipt information.,재고,ITEM RECEIPT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_4_BASE_INV,품목 입고 BASE INV 테이블. 품목 관련 정보를 관리한다.,Item Receipt BASE table. Manages item receipt base information.,재고,BASE INV ITEM RECEIPT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_BARCODE,품목 입고 바코드 테이블. 품목 관련 정보를 관리한다.,Item Receipt Barcode table. Manages item receipt barcode information.,재고,BARCODE ITEM RECEIPT 바코드 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_EXPENSE_COST,품목 입고 EXPENSE COST 테이블. 품목 관련 정보를 관리한다.,Item Receipt EXPENSE table. Manages item receipt expense information.,재고,COST EXPENSE ITEM RECEIPT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_INVOICE_MASTER,품목 입고 INVOICE 마스터 테이블. 품목 입고 INVOICE 정보를 관리한다.,Item Receipt INVOICE master table. Manages item receipt invoice information.,재고,INVOICE ITEM MASTER RECEIPT 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_RECEIPT_LEDGER_REGEN,품목 입고 LEDGER REGEN 테이블. 품목 관련 정보를 관리한다.,Item Receipt LEDGER table. Manages item receipt ledger information.,재고,ITEM LEDGER RECEIPT REGEN 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_RETURN_REQUEST,품목 입고 RETURN REQUEST 테이블. 품목 관련 정보를 관리한다.,Item Receipt RETURN table. Manages item receipt return information.,재고,ITEM RECEIPT REQUEST RETURN 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_SLIP,품목 입고 SLIP 테이블. 품목 관련 정보를 관리한다.,Item Receipt SLIP table. Manages item receipt slip information.,재고,ITEM RECEIPT SLIP 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECEIPT_TEMP,품목 입고 온도 테이블. 품목 관련 정보를 관리한다.,Item Receipt Temperature table. Manages item receipt temperature information.,재고,ITEM RECEIPT TEMP 온도 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_RECYCLE_INVENTORY,품목 재활용 재고 테이블. 품목 관련 정보를 관리한다.,Item Recycle Inventory table. Manages item recycle inventory information.,재고,INVENTORY ITEM RECYCLE 입고 재고 재활용 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REPAIR_INVENTORY,품목 수리 재고 테이블. 품목 관련 정보를 관리한다.,Item Repair Inventory table. Manages item repair inventory information.,재고,INVENTORY ITEM REPAIR 수리 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REPAIR_INVENTORY_CHECK,품목 수리 재고 검사/확인 테이블. 품목 검사 결과를 기록한다.,Item Repair Inventory table. Manages item repair inventory information.,재고,CHECK INVENTORY ITEM REPAIR 검사 수리 입고 재고 품목,품목 검사 결과|품목 검사 현황|재고 현황 조회
IM_ITEM_REPAIR_INVENTORY_CLOSE,품목 수리 재고 CLOSE 테이블. 품목 관련 정보를 관리한다.,Item Repair Inventory table. Manages item repair inventory information.,재고,CLOSE INVENTORY ITEM REPAIR 수리 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REPAIR_INV_CLOSE_MFS,품목 수리 INV CLOSE 테이블. 품목 관련 정보를 관리한다.,Item Repair INV table. Manages item repair inv information.,재고,CLOSE INV ITEM MFS REPAIR 수리 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REPAIR_ISSUE,품목 수리 출고 테이블. 품목 관련 정보를 관리한다.,Item Repair Issue table. Manages item repair issue information.,재고,ISSUE ITEM REPAIR 수리 입고 재고 출고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REPAIR_RECEIPT,품목 수리 입고 테이블. 품목 관련 정보를 관리한다.,Item Repair Receipt table. Manages item repair receipt information.,재고,ITEM RECEIPT REPAIR 수리 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REQUEST,품목 REQUEST 테이블. 품목 관련 정보를 관리한다.,Item REQUEST table. Manages item request information.,재고,ITEM REQUEST 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REQUIRMENT_LONGTERM,품목 REQUIRMENT LONGTERM 테이블. 품목 관련 정보를 관리한다.,Item REQUIRMENT LONGTERM table. Manages item requirment longterm information.,재고,ITEM LONGTERM REQUIRMENT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REQUIRMENT_ORDER,품목 REQUIRMENT 발주 테이블. 품목 관련 정보를 관리한다.,Item REQUIRMENT Order table. Manages item requirment order information.,재고,ITEM ORDER REQUIRMENT 발주 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_REQUIRMENT_PLAN,품목 REQUIRMENT 계획 테이블. 품목 계획 정보를 관리한다.,Item REQUIRMENT Plan table. Manages item requirment plan information.,재고,ITEM PLAN REQUIRMENT 계획 입고 재고 품목,품목 계획 조회|당일 품목 계획|재고 현황 조회
IM_ITEM_REQUIRMENT_PLAN_TEMP,품목 REQUIRMENT 계획 온도 테이블. 품목 계획 정보를 관리한다.,Item REQUIRMENT Plan table. Manages item requirment plan information.,재고,ITEM PLAN REQUIRMENT TEMP 계획 온도 입고 재고 품목,품목 계획 조회|당일 품목 계획|재고 현황 조회
IM_ITEM_REQUIR_PLAN_TEMP,품목 REQUIR 계획 온도 테이블. 품목 계획 정보를 관리한다.,Item REQUIR Plan table. Manages item requir plan information.,재고,ITEM PLAN REQUIR TEMP 계획 온도 입고 재고 품목,품목 계획 조회|당일 품목 계획|재고 현황 조회
IM_ITEM_SALE_INVENTORY,품목 SALE 재고 테이블. 품목 관련 정보를 관리한다.,Item SALE Inventory table. Manages item sale inventory information.,재고,INVENTORY ITEM SALE 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SALE_INVENTORY_CHECK,품목 SALE 재고 검사/확인 테이블. 품목 검사 결과를 기록한다.,Item SALE Inventory table. Manages item sale inventory information.,재고,CHECK INVENTORY ITEM SALE 검사 입고 재고 품목,품목 검사 결과|품목 검사 현황|재고 현황 조회
IM_ITEM_SALE_INVENTORY_CLOSE,품목 SALE 재고 CLOSE 테이블. 품목 관련 정보를 관리한다.,Item SALE Inventory table. Manages item sale inventory information.,재고,CLOSE INVENTORY ITEM SALE 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SALE_INVOICE_MASTER,품목 SALE INVOICE 마스터 테이블. 품목 SALE INVOICE 정보를 관리한다.,Item SALE INVOICE master table. Manages item sale invoice information.,재고,INVOICE ITEM MASTER SALE 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_SALE_ISSUE,품목 SALE 출고 테이블. 품목 관련 정보를 관리한다.,Item SALE Issue table. Manages item sale issue information.,재고,ISSUE ITEM SALE 입고 재고 출고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SALE_PRICE,품목 SALE PRICE 테이블. 품목 관련 정보를 관리한다.,Item SALE PRICE table. Manages item sale price information.,재고,ITEM PRICE SALE 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SALE_RECEIPT,품목 SALE 입고 테이블. 품목 관련 정보를 관리한다.,Item SALE Receipt table. Manages item sale receipt information.,재고,ITEM RECEIPT SALE 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SAP_DATA,품목 SAP 데이터 테이블. 품목 SAP 관련 데이터를 저장한다.,Item SAP data table. Stores item sap data.,재고,DATA ITEM SAP 데이터 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SCRAP_INVENTORY_CLOSE,품목 SCRAP 재고 CLOSE 테이블. 품목 관련 정보를 관리한다.,Item SCRAP Inventory table. Manages item scrap inventory information.,재고,CLOSE INVENTORY ITEM SCRAP 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SCRAP_ISSUE,품목 SCRAP 출고 테이블. 품목 관련 정보를 관리한다.,Item SCRAP Issue table. Manages item scrap issue information.,재고,ISSUE ITEM SCRAP 입고 재고 출고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SCRAP_RECEIPT,품목 SCRAP 입고 테이블. 품목 관련 정보를 관리한다.,Item SCRAP Receipt table. Manages item scrap receipt information.,재고,ITEM RECEIPT SCRAP 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_SOLDER_INPUT_HIST,품목 SOLDER INPUT 이력 테이블. 품목 SOLDER INPUT 변경/처리 이력을 기록한다.,Item SOLDER INPUT history table. Records item solder input change history.,재고,HIST INPUT ITEM SOLDER 이력 입고 재고 품목,품목 이력 조회|품목 변경 이력|재고 현황 조회
IM_ITEM_SOLDER_MASTER,품목 SOLDER 마스터 테이블. 품목 SOLDER 정보를 관리한다.,Item SOLDER master table. Manages item solder information.,재고,ITEM MASTER SOLDER 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_SOLDER_MASTER_HIS,품목 SOLDER 마스터 테이블. 품목 SOLDER 정보를 관리한다.,Item SOLDER master table. Manages item solder information.,재고,HIS ITEM MASTER SOLDER 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_SOLDER_MASTER_SHS,품목 SOLDER 마스터 테이블. 품목 SOLDER 정보를 관리한다.,Item SOLDER master table. Manages item solder information.,재고,ITEM MASTER SHS SOLDER 마스터 입고 재고 품목,품목 정보 조회|품목 목록|재고 현황 조회
IM_ITEM_SOLDER_TIMECHECK,품목 SOLDER TIMECHECK 테이블. 품목 관련 정보를 관리한다.,Item SOLDER TIMECHECK table. Manages item solder timecheck information.,재고,ITEM SOLDER TIMECHECK 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_4_PROFIT_COST,품목 TOTAL PROFIT COST 테이블. 품목 관련 정보를 관리한다.,Item TOTAL PROFIT table. Manages item total profit information.,재고,COST ITEM PROFIT TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_COST,품목 TOTAL COST 테이블. 품목 관련 정보를 관리한다.,Item TOTAL COST table. Manages item total cost information.,재고,COST ITEM TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_INVENTORY,품목 TOTAL 재고 테이블. 품목 관련 정보를 관리한다.,Item TOTAL Inventory table. Manages item total inventory information.,재고,INVENTORY ITEM TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_INVENTORY_CLOSE,품목 TOTAL 재고 CLOSE 테이블. 품목 관련 정보를 관리한다.,Item TOTAL Inventory table. Manages item total inventory information.,재고,CLOSE INVENTORY ITEM TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_INVENTORY_EXP,품목 TOTAL 재고 EXP 테이블. 품목 관련 정보를 관리한다.,Item TOTAL Inventory table. Manages item total inventory information.,재고,EXP INVENTORY ITEM TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_TOTAL_INVENTORY_GEN,품목 TOTAL 재고 GEN 테이블. 품목 관련 정보를 관리한다.,Item TOTAL Inventory table. Manages item total inventory information.,재고,GEN INVENTORY ITEM TOTAL 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_UNIT_PRICE,품목 UNIT PRICE 테이블. 품목 관련 정보를 관리한다.,Item UNIT PRICE table. Manages item unit price information.,재고,ITEM PRICE UNIT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_UNIT_PRICE_BACK,품목 UNIT PRICE BACK 테이블. 품목 관련 정보를 관리한다.,Item UNIT PRICE table. Manages item unit price information.,재고,BACK ITEM PRICE UNIT 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WEEK,품목 WEEK 테이블. 품목 관련 정보를 관리한다.,Item WEEK table. Manages item week information.,재고,ITEM WEEK 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_INVENTORY,품목 공정 재고 테이블. 품목 관련 정보를 관리한다.,Item Work Stage Inventory table. Manages item work stage inventory information.,재고,INVENTORY ITEM WORKSTAGE 공정 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_INV_CHECK,품목 공정 INV 검사/확인 테이블. 품목 검사 결과를 기록한다.,Item Work Stage INV table. Manages item work stage inv information.,재고,CHECK INV ITEM WORKSTAGE 검사 공정 입고 재고 품목,품목 검사 결과|품목 검사 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_INV_CLOSE,품목 공정 INV CLOSE 테이블. 품목 관련 정보를 관리한다.,Item Work Stage INV table. Manages item work stage inv information.,재고,CLOSE INV ITEM WORKSTAGE 공정 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_INV_EXPAND,품목 공정 INV EXPAND 테이블. 품목 관련 정보를 관리한다.,Item Work Stage INV table. Manages item work stage inv information.,재고,EXPAND INV ITEM WORKSTAGE 공정 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_ISSUE,품목 공정 출고 테이블. 품목 관련 정보를 관리한다.,Item Work Stage Issue table. Manages item work stage issue information.,재고,ISSUE ITEM WORKSTAGE 공정 입고 재고 출고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_ISSUE_GEN,품목 공정 출고 GEN 테이블. 품목 관련 정보를 관리한다.,Item Work Stage Issue table. Manages item work stage issue information.,재고,GEN ISSUE ITEM WORKSTAGE 공정 입고 재고 출고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORKSTAGE_ISSUE_PLAN,품목 공정 출고 계획 테이블. 품목 계획 정보를 관리한다.,Item Work Stage Issue table. Manages item work stage issue information.,재고,ISSUE ITEM PLAN WORKSTAGE 계획 공정 입고 재고 출고 품목,품목 계획 조회|당일 품목 계획|재고 현황 조회
IM_ITEM_WORKSTAGE_RECEIPT,품목 공정 입고 테이블. 품목 관련 정보를 관리한다.,Item Work Stage Receipt table. Manages item work stage receipt information.,재고,ITEM RECEIPT WORKSTAGE 공정 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WORK_ORDER,품목 작업 발주 테이블. 품목 관련 정보를 관리한다.,Item Work Order table. Manages item work order information.,재고,ITEM ORDER WORK 발주 입고 작업 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WS_INVENTORY_REVERSE,품목 WS 재고 REVERSE 테이블. 품목 관련 정보를 관리한다.,Item WS Inventory table. Manages item ws inventory information.,재고,INVENTORY ITEM REVERSE WS 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WS_INVENTORY_REV_NOUSE,품목 WS 재고 REV 테이블. 품목 관련 정보를 관리한다.,Item WS Inventory table. Manages item ws inventory information.,재고,INVENTORY ITEM NOUSE REV WS 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_ITEM_WS_INVE_CHECK_EXCEL,품목 WS INVE 검사/확인 테이블. 품목 검사 결과를 기록한다.,Item WS INVE table. Manages item ws inve information.,재고,CHECK EXCEL INVE ITEM WS 검사 입고 재고 품목,품목 검사 결과|품목 검사 현황|재고 현황 조회
IM_ITEM_WS_RECEIPT_4_BASE_INV,품목 WS 입고 BASE 테이블. 품목 관련 정보를 관리한다.,Item WS Receipt table. Manages item ws receipt information.,재고,BASE INV ITEM RECEIPT WS 입고 재고 품목,품목 정보 조회|품목 현황|재고 현황 조회
IM_MATERIAL_REEL_IMAGE,자재 릴 이미지 테이블. 자재 관련 정보를 관리한다.,Material Reel Image table. Manages material reel image information.,기타,IMAGE MATERIAL REEL 이미지 자재,자재 정보 조회|자재 현황
IM_MATERIAL_REQUEST,자재 REQUEST 테이블. 자재 관련 정보를 관리한다.,Material REQUEST table. Manages material request information.,기타,MATERIAL REQUEST 자재,자재 정보 조회|자재 현황
IM_TOTAL_PAYABLE_MASTER,TOTAL PAYABLE 마스터 테이블. TOTAL PAYABLE 정보를 관리한다.,TOTAL PAYABLE master table. Manages total payable information.,기타,MASTER PAYABLE TOTAL 마스터,TOTAL 정보 조회|TOTAL 목록
INTF_B_ITEM_BY_PLANT_FR_ERP,품목 BY PLANT FR 테이블. 품목 관련 정보를 관리한다.,Item BY PLANT table. Manages item by plant information.,기타,BY ERP FR ITEM PLANT 품목,품목 정보 조회|품목 현황
INTF_B_ITEM_FR_ERP,품목 FR ERP 테이블. 품목 관련 정보를 관리한다.,Item FR ERP table. Manages item fr erp information.,기타,ERP FR ITEM 품목,품목 정보 조회|품목 현황
INTF_P_BOM,BOM 테이블. BOM 관련 정보를 관리한다.,BOM table. Manages bom information.,기타,BOM,BOM 정보 조회|BOM 현황
INTF_P_BOM_DETAIL_FR_ERP,BOM 상세 FR ERP 테이블. BOM 관련 정보를 관리한다.,BOM Detail FR table. Manages bom detail fr information.,기타,BOM DETAIL ERP FR 상세,BOM 정보 조회|BOM 현황
INTF_P_BOM_HEADER_FR_ERP,BOM HEADER FR ERP 테이블. BOM 관련 정보를 관리한다.,BOM HEADER FR table. Manages bom header fr information.,기타,BOM ERP FR HEADER,BOM 정보 조회|BOM 현황
INTF_P_PRODUCTION_ORDER_DETAIL_FR_ERP,PRODUCTION 발주 상세 FR 테이블. PRODUCTION 관련 정보를 관리한다.,PRODUCTION Order Detail table. Manages production order detail information.,기타,DETAIL ERP FR ORDER PRODUCTION 발주 상세,PRODUCTION 정보 조회|PRODUCTION 현황
INTF_P_PRODUCTION_ORDER_HEADER_FR_ERP,PRODUCTION 발주 HEADER FR 테이블. PRODUCTION 관련 정보를 관리한다.,PRODUCTION Order HEADER table. Manages production order header information.,기타,ERP FR HEADER ORDER PRODUCTION 발주,PRODUCTION 정보 조회|PRODUCTION 현황
INTF_P_PRODUCTION_RESULTS_FR_MES,PRODUCTION RESULTS FR MES 테이블. PRODUCTION 관련 정보를 관리한다.,PRODUCTION RESULTS FR table. Manages production results fr information.,기타,FR MES PRODUCTION RESULTS,PRODUCTION 정보 조회|PRODUCTION 현황
IP_ASSEMBLY_ISSUE,ASSEMBLY 출고 테이블. ASSEMBLY 관련 정보를 관리한다.,ASSEMBLY Issue table. Manages assembly issue information.,생산,ASSEMBLY ISSUE 라인 생산 출고,ASSEMBLY 정보 조회|ASSEMBLY 현황
IP_ASSEMBLY_RESULT,ASSEMBLY 실적 테이블. ASSEMBLY 실적 데이터를 기록한다.,ASSEMBLY result table. Stores assembly result data.,생산,ASSEMBLY RESULT 라인 생산 실적,ASSEMBLY 실적 조회|일일 ASSEMBLY 실적
IP_ASSEMBLY_RESULT_BARCODE,ASSEMBLY 바코드 실적 테이블. ASSEMBLY 바코드 실적 데이터를 기록한다.,ASSEMBLY Barcode result table. Stores assembly barcode result data.,생산,ASSEMBLY BARCODE RESULT 라인 바코드 생산 실적,ASSEMBLY 실적 조회|일일 ASSEMBLY 실적
IP_ASSEMBLY_RESULT_HISTORY,ASSEMBLY 실적/결과 이력 테이블. ASSEMBLY 실적/결과 변경/처리 이력을 기록한다.,ASSEMBLY Result history table. Records assembly result change history.,생산,ASSEMBLY HISTORY RESULT 라인 생산 실적 이력,ASSEMBLY 이력 조회|ASSEMBLY 변경 이력
IP_LABEL_MASTER,라벨 마스터 테이블. 라벨 정보를 관리한다.,Label master table. Manages label information.,생산,LABEL MASTER 라벨 라인 마스터 생산,라벨 정보 조회|라벨 목록
IP_LINE_DAILY_OPERATION,라인 일일 OPERATION 테이블. 라인 관련 정보를 관리한다.,Line Daily OPERATION table. Manages line daily operation information.,생산,DAILY LINE OPERATION 라인 생산 일일,라인 정보 조회|라인 현황
IP_LINE_DAILY_OPERATION_HIST,라인 일일 OPERATION 이력 테이블. 라인 일일 OPERATION 변경/처리 이력을 기록한다.,Line Daily OPERATION history table. Records line daily operation change history.,생산,DAILY HIST LINE OPERATION 라인 생산 이력 일일,라인 이력 조회|라인 변경 이력
IP_LINE_IDLE_TIME,라인 IDLE TIME 테이블. 라인 관련 정보를 관리한다.,Line IDLE TIME table. Manages line idle time information.,생산,IDLE LINE TIME 라인 생산,라인 정보 조회|라인 현황
IP_MACHINE_DAILY_OPERATION,설비 일일 OPERATION 테이블. 설비 관련 정보를 관리한다.,Machine Daily OPERATION table. Manages machine daily operation information.,생산,DAILY MACHINE OPERATION 라인 생산 설비 일일,설비 정보 조회|설비 현황
IP_MACHINE_INSPECT_MCN_STATUS,설비 검사 MCN 상태 테이블. 설비 검사 결과를 기록한다.,Machine Inspection MCN table. Manages machine inspection mcn information.,생산,INSPECT MACHINE MCN STATUS 검사 라인 상태 생산 설비,설비 검사 결과|설비 검사 현황
IP_PRODUCT_2D_BARCODE,제품 2D 바코드 테이블. 제품 관련 정보를 관리한다.,Product 2D Barcode table. Manages product 2d barcode information.,생산,2D BARCODE PRODUCT 라인 바코드 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_2D_BARCODE_DEL,제품 2D 바코드 DEL 테이블. 제품 관련 정보를 관리한다.,Product 2D Barcode table. Manages product 2d barcode information.,생산,2D BARCODE DEL PRODUCT 라인 바코드 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_2D_BARCODE_PAIR,제품 2D 바코드 PAIR 테이블. 제품 관련 정보를 관리한다.,Product 2D Barcode table. Manages product 2d barcode information.,생산,2D BARCODE PAIR PRODUCT 라인 바코드 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_CARRIER_BARCODE,제품 CARRIER 바코드 테이블. 제품 관련 정보를 관리한다.,Product CARRIER Barcode table. Manages product carrier barcode information.,생산,BARCODE CARRIER PRODUCT 라인 바코드 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_COMPANY_CALENDAR,제품 COMPANY CALENDAR 테이블. 제품 관련 정보를 관리한다.,Product COMPANY CALENDAR table. Manages product company calendar information.,생산,CALENDAR COMPANY PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_DAILY_LINE_CAPACITY,제품 일일 라인 CAPACITY 테이블. 제품 관련 정보를 관리한다.,Product Daily Line table. Manages product daily line information.,생산,CAPACITY DAILY LINE PRODUCT 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_DAILY_MCN_CAPACITY,제품 일일 MCN CAPACITY 테이블. 제품 관련 정보를 관리한다.,Product Daily MCN table. Manages product daily mcn information.,생산,CAPACITY DAILY MCN PRODUCT 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_DAILY_RESULT,제품 일일 실적 테이블. 제품 일일 실적 데이터를 기록한다.,Product Daily result table. Stores product daily result data.,생산,DAILY PRODUCT RESULT 라인 생산 실적 일일 제품,제품 실적 조회|일일 제품 실적
IP_PRODUCT_DAILY_WS_CAPACITY,제품 일일 WS CAPACITY 테이블. 제품 관련 정보를 관리한다.,Product Daily WS table. Manages product daily ws information.,생산,CAPACITY DAILY PRODUCT WS 라인 생산 일일 제품,제품 정보 조회|제품 현황
IP_PRODUCT_DEFECT,제품 불량 테이블. 제품 관련 정보를 관리한다.,Product Defect table. Manages product defect information.,생산,DEFECT PRODUCT 라인 불량 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_DELIVERY_MONTH_PLAN,제품 출하 MONTH 계획 테이블. 제품 계획 정보를 관리한다.,Product Delivery MONTH table. Manages product delivery month information.,생산,DELIVERY MONTH PLAN PRODUCT 계획 라인 생산 제품 출하,제품 계획 조회|당일 제품 계획
IP_PRODUCT_DELIVERY_PLAN,제품 출하 계획 테이블. 제품 계획 정보를 관리한다.,Product Delivery Plan table. Manages product delivery plan information.,생산,DELIVERY PLAN PRODUCT 계획 라인 생산 제품 출하,제품 계획 조회|당일 제품 계획
IP_PRODUCT_FG_INVENTORY,제품 FG 재고 테이블. 제품 관련 정보를 관리한다.,Product FG Inventory table. Manages product fg inventory information.,생산,FG INVENTORY PRODUCT 라인 생산 재고 제품,제품 정보 조회|제품 현황
IP_PRODUCT_FG_ISSUE,제품 FG 출고 테이블. 제품 관련 정보를 관리한다.,Product FG Issue table. Manages product fg issue information.,생산,FG ISSUE PRODUCT 라인 생산 제품 출고,제품 정보 조회|제품 현황
IP_PRODUCT_FG_PALLET,제품 FG PALLET 테이블. 제품 관련 정보를 관리한다.,Product FG PALLET table. Manages product fg pallet information.,생산,FG PALLET PRODUCT 라인 생산 제품,제품 정보 조회|제품 현황
IP_PRODUCT_FG_RECEIPT,제품 FG 입고 테이블. 제품 관련 정보를 관리한다.,Product FG Receipt table. Manages product fg receipt information.,생산,FG PRODUCT RECEIPT 라인 생산 입고 제품,제품 정보 조회|제품 현황
IP_PRODUCT_FT_DAILY_RESULTS,제품 FT 일일 RESULTS 테이블. 제품 관련 정보를 관리한다.,Product FT Daily table. Manages product ft daily information.,생산,DAILY FT PRODUCT RESULTS 라인 생산 일일 제품,제품 정보 조회|제품 현황
